"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I640","Police 1","3","Pixabay","2.35555555555556","1.00352912616959","45","2.80357142857143","1.18198050833249","56","4.30612244897959","1.74647360931312","49","4.25","1.66715679067863","52"
"I641","Police 2","3","Pixabay","2.52631578947368","1.26921324277644","57","2.23529411764706","1.24238859128886","51","4.08163265306122","1.65626002756559","49","5","1.74270968237312","55"
"I642","Police 3","3","Pixabay","4.21052631578947","1.35931760854565","57","4.37254901960784","1.03847550406787","51","3.14285714285714","1.73205080756888","49","3.61818181818182","1.62720971230246","55"
"I643","Police 4","3","Pixabay","3.44444444444444","1.39080675665005","45","3.17857142857143","1.23740406948128","56","3.71428571428571","1.64570147151096","49","3.82692307692308","1.76814019768589","52"
"I644","Police 5","3","Pixabay","2.33333333333333","1.20604537831105","45","2.53571428571429","1.26439760309062","56","4.04081632653061","1.81382633854362","49","4.03846153846154","1.74851801071245","52"
"I645","Pollution 1","4","Pixabay","2.8448275862069","1.43639075143381","58","1.97674418604651","0.987743269445275","43","3.87755102040816","1.72762666034969","49","3.35849056603774","1.95226042184873","53"
"I646","Power lines 1","4","Pixabay","3.8","1.19848389074015","45","4.10714285714286","1.03885551412156","56","2.71428571428571","1.36930639376292","49","2.63461538461538","1.45560237721123","52"
"I647","Present 1","2","Pixabay","5.15555555555556","1.20520755578666","45","5.80357142857143","0.998537892159292","56","2.75510204081633","1.56165793636253","49","3.19230769230769","1.85808737355992","52"
"I648","Present 2","2","Pixabay","5.15555555555556","1.0861850578046","45","5.76785714285714","0.990703541173396","56","2.81632653061224","1.52306529444947","49","3.34615384615385","1.78099570503622","52"
"I649","Prison 1","4","Pixabay","3.97777777777778","1.23378370155478","45","4.08928571428571","1.23989421417219","56","2.79591836734694","1.51354429288694","49","2.73076923076923","1.62233654562485","52"
"I650","Prison 2","2","Pixabay","2.68421052631579","1.13637730682139","57","2.54901960784314","1.2379616389888","51","2.73469387755102","1.69282198074795","49","3.58181818181818","1.58337320523959","55"
"I651","Pumpkin 1","2","Pixabay","4.71111111111111","0.920035133277337","45","4.98214285714286","1.16760939029784","56","2.3265306122449","1.49147235841579","49","2.28846153846154","1.31859310737067","52"
"I652","Raccoon 1","1","Flickr/chad thomas","3.67241379310345","1.28947059767276","58","3.51162790697674","1.31605639304661","43","4.10204081632653","1.61044634029389","49","4.13207547169811","1.61766374571308","53"
"I653","Rafting 1","3","Wikipedia","4.94736842105263","1.40688425546335","57","4.17647058823529","1.27602323416059","51","3.73469387755102","1.92327314540518","49","4.92727272727273","1.57356101759489","55"
"I654","Rafting 2","3","Wikipedia","4.75","1.12322210936962","44","4.87931034482759","1.24361648918459","58","4.80851063829787","1.62371417853636","47","4.80769230769231","1.91012227858725","52"
"I655","Rafting 3","3","Wikipedia","5.13333333333333","1.12006493318265","45","5.07142857142857","1.1418827014611","56","4.3265306122449","1.66317661797689","49","4.13461538461539","1.68067267291527","52"
"I656","Rafting 4","3","Wikipedia","5.57894736842105","0.943916015124769","57","5.58823529411765","1.09866228820753","51","3.46938775510204","1.63429445552108","49","4.56363636363636","1.63031054033042","55"
"I657","Rafting 5","3","Wikipedia","5.11363636363636","0.841258998111015","44","5.24137931034483","0.996667162370109","58","4.68085106382979","1.38479920030374","47","4.96153846153846","1.66817428042284","52"
"I658","Rafting 6","3","Wikipedia","5.2280701754386","1.06933797710227","57","4.72549019607843","1.0407388024389","51","3.42857142857143","1.51382517704875","49","4.72727272727273","1.53302588046267","55"
"I659","Railroad 1","4","Pixabay","4.26666666666667","0.986269371281129","45","4.28571428571429","1.21676599250615","56","2.93877551020408","1.58650773799597","49","2.96153846153846","1.60833050039216","52"
"I660","Rainbow 1","4","Wikipedia","6.28070175438596","0.959061780464047","57","6.17647058823529","1.0335546884987","51","3.91836734693878","1.70583233219981","49","4.18181818181818","1.86677488863775","55"
"I661","Rainbow 2","4","Pixabay","5.96551724137931","1.02538853981906","58","6.65116279069767","0.686041819155452","43","4.69387755102041","1.58382555900596","49","5.09433962264151","1.81090872793188","53"
"I662","Research 1","4","Pixabay","4.58620689655172","1.1399366365681","58","4.34883720930233","1.64582763852275","43","4.42857142857143","1.75594229214212","49","4.35849056603774","1.96208620941551","53"
"I663","Road 1","4","Pixabay","5.13333333333333","1.09958669921517","45","5","1.23582876130665","56","3.69387755102041","1.55729575483503","49","3.07692307692308","1.47988014679189","52"
"I664","Rock climbing 1","3","Wikipedia","4.52272727272727","0.927327652479346","44","4.55172413793103","1.15731713030997","58","4.31914893617021","1.41584792506152","47","4.21153846153846","1.6250072514051","52"
"I665","Rock climbing 2","3","Wikipedia","4.52272727272727","1.06724240100116","44","4.79310344827586","0.986907640493828","58","4.51063829787234","1.5304494995508","47","4.82692307692308","1.45145165800844","52"
"I666","Rock climbing 3","3","Wikipedia","4.31111111111111","1.27604185992577","45","4.73214285714286","1.0701074105574","56","4.69387755102041","1.64828296560205","49","4.25","1.65535376232133","52"
"I667","Rock climbing 4","3","Wikipedia","4.49122807017544","1.29728847735718","57","3.96078431372549","1.31088953483847","51","3.71428571428571","1.8819316317727","49","4.69090909090909","1.62015919739877","55"
"I668","Rocks 1","2","Pixabay","4.38636363636364","0.722267395273275","44","4.89655172413793","1.0544750947025","58","2.68085106382979","1.50515610888652","47","2.17307692307692","1.4378790732398","52"
"I669","Rocks 2","2","Pixabay","4.22413793103448","0.701954750585341","58","4.41860465116279","0.763218689858471","43","2.36734693877551","1.45335642495541","49","1.88679245283019","1.32520502562507","53"
"I670","Rocks 3","2","Pixabay","4.27272727272727","0.544043276477856","44","4.3448275862069","0.762077588211148","58","2.21276595744681","1.28428918273996","47","2.17307692307692","1.42417714592898","52"
"I671","Rocks 4","2","Pixabay","4.48888888888889","0.944414735123924","45","4.55357142857143","0.97084111343333","56","2.02040816326531","1.2663891568545","49","2.32692307692308","1.53036140606803","52"
